County,Dist,District,aid_18_19,aid_19_20,aid_change,Aid Percent Difference,aid_change_perc
Atlantic,5350.0,Ventnor City,2027758.0,1943800.0,-83958.0,-0.0414,-4.14
Atlantic,5760.0,Weymouth Twp,2245862.0,2022909.0,-222953.0,-0.09927,-9.927
Bergen,40.0,Allendale Boro,509385.0,562878.0,53493.0,0.105,10.5
Bergen,80.0,Alpine Boro,172110.0,182232.0,10122.0,0.05881,5.881
Bergen,290.0,Bergen County Vocational,5695547.0,5695547.0,0.0,0.0,0.0
Bergen,300.0,Bergenfield Boro,11935421.0,13000672.0,1065251.0,0.08925,8.925
Bergen,440.0,Bogota Boro,6099706.0,6649885.0,550179.0,0.0902,9.02
Bergen,740.0,Carlstadt Boro,328095.0,366956.0,38861.0,0.1184,11.84
Bergen,745.0,Carlstadt-East Rutherford,428678.0,467457.0,38779.0,0.09046,9.046
Bergen,890.0,Cliffside Park Boro,4941897.0,5351749.0,409852.0,0.08293,8.293
Bergen,930.0,Closter Boro,693682.0,777745.0,84063.0,0.1212,12.12
Bergen,990.0,Cresskill Boro,1047524.0,1163819.0,116295.0,0.111,11.1
Bergen,1070.0,Demarest Boro,392632.0,435453.0,42821.0,0.1091,10.91
Bergen,1130.0,Dumont Boro,8874308.0,8964090.0,89782.0,0.01012,1.012
Bergen,1230.0,East Rutherford Boro,698753.0,742172.0,43419.0,0.06214,6.214
Bergen,1270.0,Edgewater Boro,1199041.0,1347038.0,147997.0,0.1234,12.34
Bergen,1345.0,Elmwood Park,8475495.0,9893393.0,1417898.0,0.1673,16.73
Bergen,1360.0,Emerson Boro,678133.0,755810.0,77677.0,0.1145,11.45
Bergen,1370.0,Englewood City,9641682.0,9152738.0,-488944.0,-0.05071,-5.071
Bergen,1380.0,Englewood Cliffs Boro,414002.0,454775.0,40773.0,0.09849,9.849
Bergen,1450.0,Fair Lawn Boro,6351196.0,7112643.0,761447.0,0.1199,11.99
Bergen,1470.0,Fairview Boro,12625278.0,14596673.0,1971395.0,0.1561,15.61
Bergen,1550.0,Fort Lee Boro,2707419.0,3031867.0,324448.0,0.1198,11.98
Bergen,1580.0,Franklin Lakes Boro,909154.0,967539.0,58385.0,0.06422,6.422
Bergen,1700.0,Garfield City,58866841.0,59824322.0,957481.0,0.01627,1.627
Bergen,1760.0,Glen Rock Boro,1484124.0,1653503.0,169379.0,0.1141,11.41
Bergen,1860.0,Hackensack City,19221282.0,22096964.0,2875682.0,0.1496,14.96
Bergen,2050.0,Harrington Park Boro,381842.0,421711.0,39869.0,0.1044,10.44
Bergen,2080.0,Hasbrouck Heights Boro,2500974.0,2692927.0,191953.0,0.07675,7.675
Bergen,2090.0,Haworth Boro,263228.0,287268.0,24040.0,0.09133,9.133
Bergen,2180.0,Hillsdale Boro,936514.0,981998.0,45484.0,0.04857,4.857
Bergen,2200.0,Ho Ho Kus Boro,624294.0,683580.0,59286.0,0.09496,9.496
Bergen,2620.0,Leonia Boro,3548136.0,3502863.0,-45273.0,-0.01276,-1.276
Bergen,2710.0,Little Ferry Boro,4290175.0,4560636.0,270461.0,0.06304,6.304
Bergen,2740.0,Lodi Borough,18363742.0,20087810.0,1724068.0,0.09388,9.388
Bergen,2860.0,Lyndhurst Twp,2203548.0,2328322.0,124774.0,0.05662,5.662
Bergen,2900.0,Mahwah Twp,2685621.0,2877436.0,191815.0,0.07142,7.142
Bergen,3060.0,Maywood Boro,1260849.0,1297459.0,36610.0,0.02904,2.904
Bergen,3170.0,Midland Park Boro,742564.0,782688.0,40124.0,0.05403,5.403
Bergen,3330.0,Montvale Boro,665799.0,738390.0,72591.0,0.109,10.9
Bergen,3350.0,Moonachie Boro,459351.0,483518.0,24167.0,0.05261,5.261
Bergen,3550.0,New Milford Boro,2186847.0,2386259.0,199412.0,0.09119,9.119
Bergen,3600.0,North Arlington Boro,3276493.0,3756115.0,479622.0,0.1464,14.64
Bergen,3700.0,Northern Highlands Reg,787304.0,877439.0,90135.0,0.1145,11.45
Bergen,3710.0,Northern Valley Regional,1459014.0,1613998.0,154984.0,0.1062,10.62
Bergen,3730.0,Northvale Boro,297378.0,333418.0,36040.0,0.1212,12.12
Bergen,3740.0,Norwood Boro,464422.0,496242.0,31820.0,0.06852,6.852
Bergen,3760.0,Oakland Boro,870157.0,971877.0,101720.0,0.1169,11.69
Bergen,3850.0,Old Tappan Boro,442963.0,479819.0,36856.0,0.0832,8.32
Bergen,3870.0,Oradell Boro,425212.0,477073.0,51861.0,0.122,12.2
Bergen,3910.0,Palisades Park,1995923.0,2032299.0,36376.0,0.01823,1.823
Bergen,3930.0,Paramus Boro,2598206.0,2885536.0,287330.0,0.1106,11.06
Bergen,3940.0,Park Ridge Boro,706495.0,788428.0,81933.0,0.116,11.6
Bergen,3960.0,Pascack Valley Regional,1405843.0,1564936.0,159093.0,0.1132,11.32
Bergen,4300.0,Ramapo-Indian Hill Reg,1824745.0,2019305.0,194560.0,0.1066,10.66
Bergen,4310.0,Ramsey Boro,1600162.0,1773778.0,173616.0,0.1085,10.85
Bergen,4370.0,Ridgefield Boro,2601290.0,2663682.0,62392.0,0.02399,2.399
Bergen,4380.0,Ridgefield Park Twp,9412261.0,9954168.0,541907.0,0.05757,5.757
Bergen,4390.0,Ridgewood Village,3477429.0,3879179.0,401750.0,0.1155,11.55
Bergen,4405.0,River Dell Regional,990197.0,1104010.0,113813.0,0.1149,11.49
Bergen,4410.0,River Edge Boro,1935956.0,2140660.0,204704.0,0.1057,10.57
Bergen,4430.0,River Vale Twp,679804.0,754595.0,74791.0,0.11,11.0
Bergen,4470.0,Rochelle Park Twp,529341.0,572145.0,42804.0,0.08086,8.086
Bergen,4500.0,Rockleigh,35001.0,38966.0,3965.0,0.1133,11.33
Bergen,4600.0,Rutherford Boro,2668027.0,2703931.0,35904.0,0.01346,1.346
Bergen,4610.0,Saddle Brook Twp,1291434.0,1407599.0,116165.0,0.08995,8.995
Bergen,4620.0,Saddle River Boro,364260.0,393092.0,28832.0,0.07915,7.915
Bergen,4870.0,South Hackensack Twp,296060.0,345738.0,49678.0,0.1678,16.78
Bergen,5150.0,Teaneck Twp,5989277.0,6135179.0,145902.0,0.02436,2.436
Bergen,5160.0,Tenafly Boro,2190766.0,2461040.0,270274.0,0.1234,12.34
Bergen,5330.0,Upper Saddle River Boro,693797.0,769057.0,75260.0,0.1085,10.85
Bergen,5410.0,Waldwick Boro,1505806.0,1612445.0,106639.0,0.07082,7.082
Bergen,5430.0,Wallington Boro,4949440.0,5270059.0,320619.0,0.06478,6.478
Bergen,5755.0,Westwood Regional,2041361.0,2212322.0,170961.0,0.08375,8.375
Bergen,5830.0,Wood-Ridge Boro,883186.0,946084.0,62898.0,0.07122,7.122
Bergen,5880.0,Woodcliff Lake Boro,443118.0,490370.0,47252.0,0.1066,10.66
Bergen,5920.0,Wyckoff Twp,1226819.0,1354132.0,127313.0,0.1038,10.38
Burlington,200.0,Bass River Twp,856620.0,827153.0,-29467.0,-0.0344,-3.44
Burlington,380.0,Beverly City,3660332.0,3783055.0,122723.0,0.03353,3.353
Burlington,475.0,Bordentown Regional,8693997.0,9387174.0,693177.0,0.07973,7.973
Burlington,600.0,Burlington City,16734628.0,16752937.0,18309.0,0.001094,0.1094
Burlington,610.0,Burlington Co Vocational,14656986.0,14738120.0,81134.0,0.005536,0.5536
Burlington,620.0,Burlington Twp,20020154.0,20944487.0,924333.0,0.04617,4.617
Burlington,830.0,Chesterfield Twp,2403780.0,2657295.0,253515.0,0.1055,10.55
Burlington,840.0,Cinnaminson Twp,9297616.0,9672564.0,374948.0,0.04033,4.033
Burlington,1030.0,Delanco Twp,2497232.0,2521311.0,24079.0,0.009642,0.9642
Burlington,1060.0,Delran Twp,14114510.0,15567631.0,1453121.0,0.103,10.3
Burlington,1250.0,Eastampton Twp,4544057.0,4503339.0,-40718.0,-0.008961,-0.8961
Burlington,1280.0,Edgewater Park Twp,7203747.0,7656315.0,452568.0,0.06282,6.282
Burlington,1420.0,Evesham Twp,13088470.0,12163632.0,-924838.0,-0.07066,-7.066
Burlington,1520.0,Florence Twp,9769215.0,9863569.0,94354.0,0.009658,0.9658
Burlington,1910.0,Hainesport Twp,1331665.0,1246317.0,-85348.0,-0.06409,-6.409
Burlington,2610.0,Lenape Regional,28299836.0,27338536.0,-961300.0,-0.03397,-3.397
Burlington,2850.0,Lumberton Twp,8037272.0,7635482.0,-401790.0,-0.04999,-4.999
Burlington,2960.0,Mansfield Twp,665705.0,666747.0,1042.0,0.001565,0.1565
Burlington,3010.0,Maple Shade Twp,10262185.0,11467860.0,1205675.0,0.1175,11.75
Burlington,3070.0,Medford Lakes Boro,1489202.0,1579371.0,90169.0,0.06055,6.055
Burlington,3080.0,Medford Twp,4699821.0,4587473.0,-112348.0,-0.0239,-2.39
Burlington,3360.0,Moorestown Twp,3575367.0,3772135.0,196768.0,0.05503,5.503
Burlington,3430.0,Mount Holly Twp,10295362.0,10582214.0,286852.0,0.02786,2.786
Burlington,3440.0,Mount Laurel Twp,4836580.0,5021933.0,185353.0,0.03832,3.832
Burlington,3540.0,New Hanover Twp,2430790.0,2363427.0,-67363.0,-0.02771,-2.771
Burlington,3650.0,North Hanover Twp,11803550.0,11817391.0,13841.0,0.001173,0.1173
Burlington,3690.0,Northern Burlington Reg,13395709.0,13890223.0,494514.0,0.03692,3.692
Burlington,3920.0,Palmyra Boro,5047591.0,5103911.0,56320.0,0.01116,1.116
Burlington,4050.0,Pemberton Twp,80777705.0,78092473.0,-2685232.0,-0.03324,-3.324
Burlington,4320.0,Rancocas Valley Regional,16293099.0,16281037.0,-12062.0,-0.00074,-0.074
Burlington,4450.0,Riverside Twp,11731972.0,12554021.0,822049.0,0.07007,7.007
Burlington,4460.0,Riverton,541828.0,519770.0,-22058.0,-0.04071,-4.071
Burlington,4740.0,Shamong Twp,4194324.0,4030793.0,-163531.0,-0.03899,-3.899
Burlington,4930.0,Southampton Twp,2039897.0,1929551.0,-110346.0,-0.05409,-5.409
Burlington,5010.0,Springfield Twp,1142734.0,1031410.0,-111324.0,-0.09742,-9.742
Burlington,5130.0,Tabernacle Twp,5229442.0,4916549.0,-312893.0,-0.05983,-5.983
Burlington,5490.0,Washington Twp,612248.0,532809.0,-79439.0,-0.1297,-12.97
Burlington,5720.0,Westampton,3937830.0,4072209.0,134379.0,0.03413,3.413
Burlington,5805.0,Willingboro Twp,38902511.0,38813573.0,-88938.0,-0.002286,-0.2286
Burlington,5890.0,Woodland Twp,900238.0,859032.0,-41206.0,-0.04577,-4.577
Camden,150.0,Audubon Boro,8804677.0,8926842.0,122165.0,0.01388,1.388
Camden,190.0,Barrington Boro,3427290.0,3462725.0,35435.0,0.01034,1.034
Camden,260.0,Bellmawr Boro,6327656.0,6935787.0,608131.0,0.09611,9.611
Camden,330.0,Berlin Boro,3911932.0,3990939.0,79007.0,0.0202,2.02
Camden,340.0,Berlin Twp,5895815.0,5862162.0,-33653.0,-0.005708,-0.5708
Camden,390.0,Black Horse Pike Regional,34123559.0,34533999.0,410440.0,0.01203,1.203
Camden,580.0,Brooklawn Boro,4425405.0,4493197.0,67792.0,0.01532,1.532
Camden,680.0,Camden City,282029317.0,284372949.0,2343632.0,0.00831,0.831
Camden,700.0,Camden County Vocational,23608172.0,24044993.0,436821.0,0.0185,1.85
Camden,800.0,Cherry Hill Twp,17295270.0,18424898.0,1129628.0,0.06531,6.531
Camden,810.0,Chesilhurst,2420230.0,2339668.0,-80562.0,-0.03329,-3.329
Camden,880.0,Clementon Boro,6378661.0,6634992.0,256331.0,0.04019,4.019
Camden,940.0,Collingswood Boro,10484844.0,10535989.0,51145.0,0.004878,0.4878
Camden,1255.0,Eastern Camden County Reg,9224954.0,9099650.0,-125304.0,-0.01358,-1.358
Camden,1720.0,Gibbsboro Boro,1368663.0,1351621.0,-17042.0,-0.01245,-1.245
Camden,1770.0,Gloucester City,29595537.0,29918604.0,323067.0,0.01092,1.092
Camden,1780.0,Gloucester Twp,51917671.0,52489695.0,572024.0,0.01102,1.102
Camden,1880.0,Haddon Heights Boro,1721390.0,1716752.0,-4638.0,-0.002694,-0.2694
Camden,1890.0,Haddon Twp,8198876.0,8208724.0,9848.0,0.001201,0.1201
Camden,1900.0,Haddonfield,1508822.0,1685574.0,176752.0,0.1171,11.71
Camden,2130.0,Hi Nella,1039658.0,1189683.0,150025.0,0.1443,14.43
Camden,2540.0,Laurel Springs Boro,2100793.0,2217194.0,116401.0,0.05541,5.541
Camden,2560.0,Lawnside Boro,4082658.0,4250262.0,167604.0,0.04105,4.105
Camden,2670.0,Lindenwold Boro,26981830.0,29414073.0,2432243.0,0.09014,9.014
Camden,2890.0,Magnolia Boro,3210064.0,3271926.0,61862.0,0.01927,1.927
Camden,3110.0,Merchantville Boro,3145010.0,3408623.0,263613.0,0.08382,8.382
Camden,3420.0,Mount Ephraim Boro,4145226.0,4157294.0,12068.0,0.002911,0.2911
Camden,3770.0,Oaklyn Boro,2539339.0,2518473.0,-20866.0,-0.008217,-0.8217
Camden,4060.0,Pennsauken Twp,51803617.0,53457593.0,1653976.0,0.03193,3.193
Camden,4110.0,Pine Hill Boro,17672150.0,18326926.0,654776.0,0.03705,3.705
Camden,4590.0,Runnemede Boro,5252852.0,5508938.0,256086.0,0.04875,4.875
Camden,4790.0,Somerdale Boro,3233018.0,3375879.0,142861.0,0.04419,4.419
Camden,5035.0,Sterling High School Dist,7588451.0,7976839.0,388388.0,0.05118,5.118
Camden,5080.0,Stratford Boro,4814012.0,5099935.0,285923.0,0.05939,5.939
Camden,5400.0,Voorhees Twp,5455083.0,5265788.0,-189295.0,-0.0347,-3.47
Camden,5560.0,Waterford Twp,12599907.0,12380611.0,-219296.0,-0.0174,-1.74
Camden,5820.0,Winslow Twp,43913242.0,44266082.0,352840.0,0.008035,0.8035
Camden,5900.0,Woodlynne Boro,7461899.0,7862686.0,400787.0,0.05371,5.371
Cape May,170.0,Avalon Boro,73041.0,69776.0,-3265.0,-0.0447,-4.47
Cape May,710.0,Cape May City,548386.0,515341.0,-33045.0,-0.06026,-6.026
Cape May,720.0,Cape May Co Vocational,1396049.0,1396049.0,0.0,0.0,0.0
Cape May,730.0,Cape May Point,25484.0,23194.0,-2290.0,-0.08986,-8.986
Cape May,1080.0,Dennis Twp,5805257.0,5207843.0,-597414.0,-0.1029,-10.29
Cape May,2820.0,Lower Cape May Regional,9528612.0,8741581.0,-787031.0,-0.0826,-8.26
Cape May,2840.0,Lower Twp,9894237.0,8946952.0,-947285.0,-0.09574,-9.574
Cape May,3130.0,Middle Twp,13162732.0,12769635.0,-393097.0,-0.02986,-2.986
Cape May,3680.0,North Wildwood City,637193.0,588442.0,-48751.0,-0.07651,-7.651
Cape May,3780.0,Ocean City,3949402.0,3889893.0,-59509.0,-0.01507,-1.507
Cape May,4700.0,Sea Isle City,245329.0,233279.0,-12050.0,-0.04912,-4.912
Cape May,5060.0,Stone Harbor Boro,52341.0,50786.0,-1555.0,-0.02971,-2.971
Cape May,5340.0,Upper Twp,9817125.0,9214603.0,-602522.0,-0.06137,-6.137
Cape May,5610.0,West Cape May Boro,647503.0,617700.0,-29803.0,-0.04603,-4.603
Cape May,5700.0,West Wildwood,42928.0,42053.0,-875.0,-0.02038,-2.038
Cape May,5790.0,Wildwood City,4993657.0,4763067.0,-230590.0,-0.04618,-4.618
Cape May,5800.0,Wildwood Crest Boro,693621.0,663273.0,-30348.0,-0.04375,-4.375
Cape May,5840.0,Woodbine Boro,2929570.0,2923291.0,-6279.0,-0.002143,-0.2143
Cumberland,540.0,Bridgeton City,86812555.0,91402680.0,4590125.0,0.05287,5.287
Cumberland,950.0,Commercial Twp,9310905.0,9466683.0,155778.0,0.01673,1.673
Cumberland,995.0,Cumberland Co Vocational,5275456.0,6318146.0,1042690.0,0.1976,19.76
Cumberland,997.0,Cumberland Regional,12891242.0,12750815.0,-140427.0,-0.01089,-1.089
Cumberland,1020.0,Deerfield Twp,2629347.0,2656855.0,27508.0,0.01046,1.046
Cumberland,1120.0,Downe Twp,1788499.0,1672383.0,-116116.0,-0.06492,-6.492
Cumberland,1460.0,Fairfield Twp,6106657.0,6106657.0,0.0,0.0,0.0
Cumberland,1820.0,Greenwich Twp,414507.0,400868.0,-13639.0,-0.0329,-3.29
Cumberland,2270.0,Hopewell Twp,3465942.0,3488970.0,23028.0,0.006644,0.6644
Cumberland,2570.0,Lawrence Twp,6300372.0,6304442.0,4070.0,0.000646,0.0646
Cumberland,3050.0,Maurice River Twp,4854652.0,4828658.0,-25994.0,-0.005355,-0.5355
Cumberland,3230.0,Millville City,67197040.0,67557680.0,360640.0,0.005367,0.5367
Cumberland,5070.0,Stow Creek Twp,800464.0,763534.0,-36930.0,-0.04614,-4.614
Cumberland,5300.0,Upper Deerfield Twp,6800705.0,6974600.0,173895.0,0.02557,2.557
Cumberland,5390.0,Vineland City,134746158.0,134760972.0,14814.0,0.00011,0.011
Essex,250.0,Belleville Town,28335839.0,30700008.0,2364169.0,0.08343,8.343
Essex,410.0,Bloomfield Twp,27671326.0,30345478.0,2674152.0,0.09664,9.664
Essex,660.0,Caldwell-West Caldwell,1644641.0,1826404.0,181763.0,0.1105,11.05
Essex,760.0,Cedar Grove Twp,1044907.0,1158678.0,113771.0,0.1089,10.89
Essex,1210.0,East Orange,175087372.0,175087372.0,0.0,0.0,0.0
Essex,1390.0,Essex Co Voc-Tech,22149572.0,23214571.0,1064999.0,0.04808,4.808
Essex,1400.0,Essex Fells Boro,121697.0,139024.0,17327.0,0.1424,14.24
Essex,1465.0,Fairfield Twp,452740.0,502556.0,49816.0,0.11,11.0
Essex,1750.0,Glen Ridge Boro,1104993.0,1230738.0,125745.0,0.1138,11.38
Essex,2330.0,Irvington Township,117691353.0,120460413.0,2769060.0,0.02353,2.353
Essex,2730.0,Livingston Twp,4137165.0,4612412.0,475247.0,0.1149,11.49
Essex,3190.0,Millburn Twp,3171659.0,3519108.0,347449.0,0.1095,10.95
Essex,3310.0,Montclair Town,7428526.0,7605632.0,177106.0,0.02384,2.384
Essex,3570.0,Newark City,787623912.0,812391624.0,24767712.0,0.03145,3.145
Essex,3630.0,North Caldwell Boro,401829.0,454280.0,52451.0,0.1305,13.05
Essex,3750.0,Nutley Town,7599452.0,7999442.0,399990.0,0.05263,5.263
Essex,3880.0,City Of Orange Twp,78604954.0,81122049.0,2517095.0,0.03202,3.202
Essex,4530.0,Roseland Boro,331216.0,368230.0,37014.0,0.1118,11.18
Essex,4900.0,South Orange-Maplewood,5033885.0,5600317.0,566432.0,0.1125,11.25
Essex,5370.0,Verona Boro,1287737.0,1442837.0,155100.0,0.1204,12.04
Essex,5630.0,West Essex Regional,1391687.0,1553271.0,161584.0,0.1161,11.61
Essex,5680.0,West Orange Town,12293832.0,13899992.0,1606160.0,0.1306,13.06
Gloucester,860.0,Clayton Boro,10803765.0,11592524.0,788759.0,0.07301,7.301
Gloucester,870.0,Clearview Regional,14906929.0,14590990.0,-315939.0,-0.02119,-2.119
Gloucester,1100.0,Deptford Twp,25513472.0,26179831.0,666359.0,0.02612,2.612
Gloucester,1180.0,East Greenwich Twp,4087465.0,4500791.0,413326.0,0.1011,10.11
Gloucester,1330.0,Elk Twp,2551049.0,2543621.0,-7428.0,-0.002912,-0.2912
Gloucester,1590.0,Franklin Twp,9274364.0,9379125.0,104761.0,0.0113,1.13
Gloucester,1715.0,Gateway Regional,8004738.0,8158454.0,153716.0,0.0192,1.92
Gloucester,1730.0,Glassboro,14754327.0,14832606.0,78279.0,0.005306,0.5306
Gloucester,1775.0,Gloucester Co Vocational,8379681.0,8851810.0,472129.0,0.05634,5.634
Gloucester,1830.0,Greenwich Twp,1089802.0,1050305.0,-39497.0,-0.03624,-3.624
Gloucester,2070.0,Harrison Twp,6095292.0,6017974.0,-77318.0,-0.01268,-1.268
Gloucester,2440.0,Kingsway Regional,11729113.0,12881174.0,1152061.0,0.09822,9.822
Gloucester,2750.0,Logan Twp,5215466.0,4720833.0,-494633.0,-0.09484,-9.484
Gloucester,2990.0,Mantua Twp,6136081.0,6050956.0,-85125.0,-0.01387,-1.387
Gloucester,3280.0,Monroe Twp,37527604.0,39408328.0,1880724.0,0.05012,5.012
Gloucester,3490.0,National Park Boro,2150650.0,2216567.0,65917.0,0.03065,3.065
Gloucester,3580.0,Newfield Boro,1504442.0,1583929.0,79487.0,0.05283,5.283
Gloucester,4020.0,Paulsboro Boro,13068258.0,13733494.0,665236.0,0.0509,5.09
Gloucester,4140.0,Pitman Boro,9585915.0,9371934.0,-213981.0,-0.02232,-2.232
Gloucester,4880.0,South Harrison Twp,1692928.0,1717537.0,24609.0,0.01454,1.454
Gloucester,4940.0,Delsea Regional H.S Dist.,14016426.0,13881263.0,-135163.0,-0.009643,-0.9643
Gloucester,5120.0,Swedesboro-Woolwich,7578556.0,8096866.0,518310.0,0.06839,6.839
Gloucester,5500.0,Washington Twp,48629792.0,47174817.0,-1454975.0,-0.02992,-2.992
Gloucester,5590.0,Wenonah Boro,483014.0,442117.0,-40897.0,-0.08467,-8.467
Gloucester,5620.0,West Deptford Twp,12952046.0,13207682.0,255636.0,0.01974,1.974
Gloucester,5740.0,Westville Boro,2679067.0,2845365.0,166298.0,0.06207,6.207
Gloucester,5860.0,Woodbury City,13061553.0,13707930.0,646377.0,0.04949,4.949
Gloucester,5870.0,Woodbury Heights Boro,988769.0,965407.0,-23362.0,-0.02363,-2.363
Hudson,220.0,Bayonne City,60003961.0,65499963.0,5496002.0,0.09159,9.159
Hudson,1200.0,East Newark Boro,3757787.0,3908179.0,150392.0,0.04002,4.002
Hudson,1850.0,Guttenberg Town,7566110.0,8056969.0,490859.0,0.06488,6.488
Hudson,2060.0,Harrison Town,26176691.0,26284533.0,107842.0,0.00412,0.412
Hudson,2210.0,Hoboken City,9941346.0,9490928.0,-450418.0,-0.04531,-4.531
Hudson,2295.0,Hudson County Vocational,22358116.0,22716751.0,358635.0,0.01604,1.604
Hudson,2390.0,Jersey City,406904292.0,379711659.0,-27192633.0,-0.06683,-6.683
Hudson,2410.0,Kearny Town,38275891.0,41667813.0,3391922.0,0.08862,8.862
Hudson,3610.0,North Bergen Twp,61239183.0,62220610.0,981427.0,0.01603,1.603
Hudson,4730.0,Secaucus Town,1642573.0,1856959.0,214386.0,0.1305,13.05
Hudson,5240.0,Union City,190188699.0,195158400.0,4969701.0,0.02613,2.613
Hudson,5580.0,Weehawken Twp,2607369.0,2498982.0,-108387.0,-0.04157,-4.157
Hudson,5670.0,West New York Town,100371778.0,103236768.0,2864990.0,0.02854,2.854
Hunterdon,20.0,Alexandria Twp,1481664.0,1402343.0,-79321.0,-0.05354,-5.354
Hunterdon,370.0,Bethlehem Twp,1506188.0,1380559.0,-125629.0,-0.08341,-8.341
Hunterdon,430.0,Bloomsbury Boro,845861.0,867550.0,21689.0,0.02564,2.564
Hunterdon,670.0,Califon Boro,311992.0,268192.0,-43800.0,-0.1404,-14.04
Hunterdon,910.0,Clinton Town,1306579.0,1238729.0,-67850.0,-0.05193,-5.193
Hunterdon,920.0,Clinton Twp,2020647.0,1996974.0,-23673.0,-0.01172,-1.172
Hunterdon,1040.0,Delaware Twp,1129910.0,1062634.0,-67276.0,-0.05954,-5.954
Hunterdon,1050.0,Delaware Valley Regional,3858416.0,3504168.0,-354248.0,-0.09181,-9.181
Hunterdon,1160.0,East Amwell Twp,876130.0,874234.0,-1896.0,-0.002164,-0.2164
Hunterdon,1376.0,South-Hunterdon,2367203.0,2372466.0,5263.0,0.002223,0.2223
Hunterdon,1510.0,Flemington-Raritan Reg,6047258.0,5821687.0,-225571.0,-0.0373,-3.73
Hunterdon,1600.0,Franklin Twp,340425.0,366549.0,26124.0,0.07674,7.674
Hunterdon,1680.0,Frenchtown Boro,760583.0,583436.0,-177147.0,-0.2329,-23.29
Hunterdon,1970.0,Hampton Boro,917383.0,831712.0,-85671.0,-0.09339,-9.339
Hunterdon,2140.0,High Bridge Boro,1437321.0,1416733.0,-20588.0,-0.01432,-1.432
Hunterdon,2220.0,Holland Twp,1814732.0,1675310.0,-139422.0,-0.07683,-7.683
Hunterdon,2300.0,Hunterdon Central Reg,5680990.0,5517017.0,-163973.0,-0.02886,-2.886
Hunterdon,2308.0,Hunterdon Co Vocational,933283.0,933283.0,0.0,0.0,0.0
Hunterdon,2450.0,Kingwood Twp,1273138.0,1180414.0,-92724.0,-0.07283,-7.283
Hunterdon,2590.0,Lebanon Boro,201651.0,199554.0,-2097.0,-0.0104,-1.04
Hunterdon,2600.0,Lebanon Twp,2294890.0,2080046.0,-214844.0,-0.09362,-9.362
Hunterdon,3180.0,Milford Boro,329997.0,302273.0,-27724.0,-0.08401,-8.401
Hunterdon,3660.0,N Hunt/Voorhees Regional,5455854.0,5254962.0,-200892.0,-0.03682,-3.682
Hunterdon,4350.0,Readington Twp,1614266.0,1709224.0,94958.0,0.05882,5.882
Hunterdon,5180.0,Tewksbury Twp,933991.0,950799.0,16808.0,0.018,1.8
Hunterdon,5270.0,Union Twp,639966.0,642799.0,2833.0,0.004427,0.4427
Mercer,1245.0,East Windsor Regional,24011724.0,26329678.0,2317954.0,0.09653,9.653
Mercer,1430.0,Ewing Twp,12150645.0,13007061.0,856416.0,0.07048,7.048
Mercer,1950.0,Hamilton Twp,74115381.0,74684341.0,568960.0,0.007677,0.7677
Mercer,2280.0,Hopewell Valley Regional,3239777.0,3591225.0,351448.0,0.1085,10.85
Mercer,2580.0,Lawrence Twp,3948118.0,4220208.0,272090.0,0.06892,6.892
